Network,Station,Name,Latitude,Longitude,Elevation,Sensitivity,Site,Vs30
YN,JMJ02,YN JMJ02 BHZ ,23.160000,101.830000,0.0,70000000000.0,,
XJ,TOKQM,XJ TOKQM BHZ ,43.020000,88.290000,0.0,70000000000.0,,
GS,D001B,GS D001B BHZ ,36.140000,105.340000,0.0,70000000000.0,,
SC,W3308,SC W3308 BHZ ,28.810000,102.280000,0.0,70000000000.0,,
SC,U2773,SC U2773 BHZ ,31.600000,102.370000,0.0,70000000000.0,,
GS,N0031,GS N0031 BHZ ,35.770000,102.880000,0.0,70000000000.0,,
XJ,QB002,XJ QB002 BHZ ,39.270000,77.650000,0.0,70000000000.0,,
QH,DJ049,QH DJ049 BHZ ,35.940000,102.020000,0.0,70000000000.0,,
XJ,F0047,XJ F0047 BHZ ,43.530000,82.900000,0.0,70000000000.0,,
LN,B004B,LN B004B BHZ ,39.950000,122.980000,0.0,70000000000.0,,
GD,M8103,GD M8103 BHZ ,24.270000,115.670000,0.0,70000000000.0,,
FJ,G5008,FJ G5008 BHZ ,26.040000,117.880000,0.0,70000000000.0,,
SX,L0066,SX L0066 BHZ ,35.700000,111.640000,0.0,70000000000.0,,
SX,M0001,SX M0001 BHZ ,35.700000,111.110000,0.0,70000000000.0,,
SC,T2402,SC T2402 BHZ ,29.400000,102.120000,0.0,70000000000.0,,
SC,V3707,SC V3707 BHZ ,29.040000,100.300000,0.0,70000000000.0,,
GD,V2213,GD V2213 BHZ ,23.390000,115.790000,0.0,70000000000.0,,
SC,Q0301,SC Q0301 BHZ ,28.960000,104.900000,0.0,70000000000.0,,
GX,AM001,GX AM001 BHZ ,23.710000,108.180000,0.0,70000000000.0,,
SC,W3713,SC W3713 BHZ ,28.550000,103.680000,0.0,70000000000.0,,
GS,E0030,GS E0030 BHZ ,34.460000,105.510000,0.0,70000000000.0,,
YN,N2305,YN N2305 BHZ ,25.110000,97.930000,0.0,70000000000.0,,
GD,L2402,GD L2402 BHZ ,23.610000,114.300000,0.0,70000000000.0,,
GS,P0009,GS P0009 BHZ ,34.420000,102.290000,0.0,70000000000.0,,
GS,E0009,GS E0009 BHZ ,34.720000,105.150000,0.0,70000000000.0,,
GD,J8111,GD J8111 BHZ ,22.250000,112.620000,0.0,70000000000.0,,
SC,E2101,SC E2101 BHZ ,28.980000,105.570000,0.0,70000000000.0,,
XJ,LTA,XJ LTA BHZ ,42.020000,84.170000,0.0,70000000000.0,,
SC,H1201,SC H1201 BHZ ,32.820000,105.870000,0.0,70000000000.0,,
HE,EX002,HE EX002 BHZ ,37.010000,114.190000,0.0,70000000000.0,,
SC,V2510,SC V2510 BHZ ,30.380000,101.130000,0.0,70000000000.0,,
HE,J0040,HE J0040 BHZ ,38.670000,116.870000,0.0,70000000000.0,,
GS,AY005,GS AY005 BHZ ,36.650000,103.030000,0.0,70000000000.0,,
GS,E0029,GS E0029 BHZ ,34.970000,106.030000,0.0,70000000000.0,,
TJ,W0003,TJ W0003 BHZ ,38.980000,116.910000,0.0,70000000000.0,,
SC,51SWH,SC 51SWH BHZ ,29.320000,103.600000,0.0,70000000000.0,,
HE,B0122,HE B0122 BHZ ,40.170000,117.860000,0.0,70000000000.0,,
FJ,E6316,FJ E6316 BHZ ,24.000000,117.800000,0.0,70000000000.0,,
QH,B0075,QH B0075 BHZ ,36.000000,102.120000,0.0,70000000000.0,,
JS,AC001,JS AC001 BHZ ,31.330000,118.900000,0.0,70000000000.0,,
SC,V3472,SC V3472 BHZ ,30.350000,100.300000,0.0,70000000000.0,,
SC,VH005,SC VH005 BHZ ,31.630000,100.310000,0.0,70000000000.0,,
YN,K2309,YN K2309 BHZ ,22.230000,101.350000,0.0,70000000000.0,,
GS,H0019,GS H0019 BHZ ,38.860000,103.620000,0.0,70000000000.0,,
GD,B0701,GD B0701 BHZ ,22.650000,114.570000,0.0,70000000000.0,,
SC,V3277,SC V3277 BHZ ,32.720000,98.380000,0.0,70000000000.0,,
FJ,B4013,FJ B4013 BHZ ,25.210000,118.740000,0.0,70000000000.0,,
NX,E0015,NX E0015 BHZ ,36.410000,105.890000,0.0,70000000000.0,,
GD,PZ001,GD PZ001 BHZ ,23.490000,115.050000,0.0,70000000000.0,,
GD,M2311,GD M2311 BHZ ,24.060000,116.460000,0.0,70000000000.0,,
QH,B0043,QH B0043 BHZ ,36.790000,101.840000,0.0,70000000000.0,,
GS,WSXWQ,GS WSXWQ BHZ ,34.660000,105.050000,0.0,70000000000.0,,
HA,LTQBJ,HA LTQBJ BHZ ,34.820000,114.340000,0.0,70000000000.0,,
GD,K8111,GD K8111 BHZ ,22.220000,111.300000,0.0,70000000000.0,,
XJ,P003F,XJ P003F BHZ ,40.290000,77.340000,0.0,70000000000.0,,
SD,G0043,SD G0043 BHZ ,36.760000,118.430000,0.0,70000000000.0,,
GS,L0024,GS L0024 BHZ ,35.270000,105.600000,0.0,70000000000.0,,
GS,HL203,GS HL203 BHZ ,37.960000,102.500000,0.0,70000000000.0,,
XJ,Q002A,XJ Q002A BHZ ,39.790000,76.920000,0.0,70000000000.0,,
YN,G2508,YN G2508 BHZ ,23.800000,102.540000,0.0,70000000000.0,,
SC,H2210,SC H2210 BHZ ,32.450000,104.820000,0.0,70000000000.0,,
SC,W2906,SC W2906 BHZ ,27.720000,102.940000,0.0,70000000000.0,,
GD,H0408,GD H0408 BHZ ,23.030000,112.520000,0.0,70000000000.0,,
QH,B0078,QH B0078 BHZ ,36.110000,102.450000,0.0,70000000000.0,,
SC,HYFL,SC HYFL BHZ ,29.360000,102.620000,0.0,70000000000.0,,
GX,A0001,GX A0001 BHZ ,22.860000,108.420000,0.0,70000000000.0,,
GS,AZ001,GS AZ001 BHZ ,36.110000,104.470000,0.0,70000000000.0,,
SX,L0078,SX L0078 BHZ ,35.720000,111.360000,0.0,70000000000.0,,
GS,N0018,GS N0018 BHZ ,35.570000,103.750000,0.0,70000000000.0,,
XJ,P000B,XJ P000B BHZ ,40.660000,78.360000,0.0,70000000000.0,,
GS,E000A,GS E000A BHZ ,34.670000,105.260000,0.0,70000000000.0,,
GS,N0043,GS N0043 BHZ ,35.540000,103.250000,0.0,70000000000.0,,
GS,P0043,GS P0043 BHZ ,34.990000,102.900000,0.0,70000000000.0,,
SC,C2104,SC C2104 BHZ ,29.360000,104.260000,0.0,70000000000.0,,
SC,XDZY,SC XDZY BHZ ,28.260000,102.370000,0.0,70000000000.0,,
FJ,A9008,FJ A9008 BHZ ,26.140000,118.740000,0.0,70000000000.0,,
SC,F2303,SC F2303 BHZ ,30.780000,104.860000,0.0,70000000000.0,,
SD,H002E,SD H002E BHZ ,35.670000,116.570000,0.0,70000000000.0,,
SC,W3402,SC W3402 BHZ ,28.360000,102.770000,0.0,70000000000.0,,
GX,MH004,GX MH004 BHZ ,25.180000,108.520000,0.0,70000000000.0,,
YN,N0307,YN N0307 BHZ ,24.450000,98.440000,0.0,70000000000.0,,
QH,C0046,QH C0046 BHZ ,37.650000,101.120000,0.0,70000000000.0,,
SD,AT001,SD AT001 BHZ ,36.710000,116.950000,0.0,70000000000.0,,
HE,WBH,HE WBH BHZ ,39.670000,117.050000,0.0,70000000000.0,,
SC,Z2305,SC Z2305 BHZ ,29.660000,103.110000,0.0,70000000000.0,,
SX,M0085,SX M0085 BHZ ,35.540000,111.030000,0.0,70000000000.0,,
YN,LYP01,YN LYP01 BHZ ,25.490000,99.520000,0.0,70000000000.0,,
NX,E002F,NX E002F BHZ ,37.530000,105.070000,0.0,70000000000.0,,
SC,U3203,SC U3203 BHZ ,34.130000,103.040000,0.0,70000000000.0,,
SD,G003A,SD G003A BHZ ,36.590000,118.600000,0.0,70000000000.0,,
YN,C2847,YN C2847 BHZ ,27.830000,104.680000,0.0,70000000000.0,,
GD,U0304,GD U0304 BHZ ,23.480000,116.690000,0.0,70000000000.0,,
YN,E0112,YN E0112 BHZ ,24.570000,101.270000,0.0,70000000000.0,,
QH,F0028,QH F0028 BHZ ,33.920000,100.790000,0.0,70000000000.0,,
FJ,C5414,FJ C5414 BHZ ,25.250000,117.970000,0.0,70000000000.0,,
HE,E0063,HE E0063 BHZ ,37.080000,113.950000,0.0,70000000000.0,,
GD,G0402,GD G0402 BHZ ,21.390000,110.450000,0.0,70000000000.0,,
TJ,PH001,TJ PH001 BHZ ,39.450000,117.260000,0.0,70000000000.0,,
YN,LX001,YN LX001 BHZ ,25.570000,100.740000,0.0,70000000000.0,,
GS,N0056,GS N0056 BHZ ,35.980000,103.380000,0.0,70000000000.0,,
QH,C0042,QH C0042 BHZ ,37.710000,100.670000,0.0,70000000000.0,,
GS,J0063,GS J0063 BHZ ,35.010000,103.990000,0.0,70000000000.0,,
LN,B0015,LN B0015 BHZ ,39.260000,121.620000,0.0,70000000000.0,,
SC,J2206,SC J2206 BHZ ,30.930000,105.320000,0.0,70000000000.0,,
YN,P2407,YN P2407 BHZ ,26.870000,99.710000,0.0,70000000000.0,,
SC,V2711,SC V2711 BHZ ,31.700000,100.920000,0.0,70000000000.0,,
XJ,Q006A,XJ Q006A BHZ ,39.260000,76.070000,0.0,70000000000.0,,
SD,J0016,SD J0016 BHZ ,35.750000,116.710000,0.0,70000000000.0,,
GD,PH001,GD PH001 BHZ ,24.260000,114.810000,0.0,70000000000.0,,
TJ,XH001,TJ XH001 BHZ ,39.090000,117.580000,0.0,70000000000.0,,
SC,YTJH,SC YTJH BHZ ,29.160000,104.860000,0.0,70000000000.0,,
XJ,AT002,XJ AT002 BHZ ,43.790000,87.630000,0.0,70000000000.0,,
GD,XWX,GD XWX BHZ ,20.350000,109.930000,0.0,70000000000.0,,
NX,E000E,NX E000E BHZ ,36.180000,105.700000,0.0,70000000000.0,,
GS,JA002,GS JA002 BHZ ,35.550000,104.590000,0.0,70000000000.0,,
XJ,BH002,XJ BH002 BHZ ,44.550000,86.730000,0.0,70000000000.0,,
SD,N0026,SD N0026 BHZ ,36.440000,116.520000,0.0,70000000000.0,,
HE,A0069,HE A0069 BHZ ,38.290000,113.870000,0.0,70000000000.0,,
FJ,F1004,FJ F1004 BHZ ,24.630000,116.560000,0.0,70000000000.0,,
HE,XB001,HE XB001 BHZ ,38.920000,115.930000,0.0,70000000000.0,,
SD,H0021,SD H0021 BHZ ,35.440000,117.090000,0.0,70000000000.0,,
SC,QX001,SC QX001 BHZ ,28.280000,104.820000,0.0,70000000000.0,,
SC,W2510,SC W2510 BHZ ,26.650000,102.340000,0.0,70000000000.0,,
FJ,ZZJH,FJ ZZJH BHZ ,24.470000,117.630000,0.0,70000000000.0,,
HE,JNX,HE JNX BHZ ,38.030000,114.150000,0.0,70000000000.0,,
HE,D0066,HE D0066 BHZ ,36.670000,114.460000,0.0,70000000000.0,,
XJ,P0040,XJ P0040 BHZ ,40.350000,77.470000,0.0,70000000000.0,,
FJ,D2501,FJ D2501 BHZ ,24.670000,118.210000,0.0,70000000000.0,,
XJ,P006F,XJ P006F BHZ ,39.740000,75.480000,0.0,70000000000.0,,
GS,J004F,GS J004F BHZ ,35.050000,105.260000,0.0,70000000000.0,,
FJ,J8004,FJ J8004 BHZ ,27.160000,120.330000,0.0,70000000000.0,,
FJ,C5411,FJ C5411 BHZ ,25.300000,117.850000,0.0,70000000000.0,,
NX,EH002,NX EH002 BHZ ,36.450000,105.960000,0.0,70000000000.0,,
SC,B2209,SC B2209 BHZ ,30.790000,105.180000,0.0,70000000000.0,,
SD,Q004B,SD Q004B BHZ ,34.710000,118.000000,0.0,70000000000.0,,
SC,A8471,SC A8471 BHZ ,30.800000,103.390000,0.0,70000000000.0,,
XJ,G0012,XJ G0012 BHZ ,43.910000,85.810000,0.0,70000000000.0,,
FJ,CL001,FJ CL001 BHZ ,24.890000,118.550000,0.0,70000000000.0,,
SC,FS002,SC FS002 BHZ ,31.060000,104.120000,0.0,70000000000.0,,
YN,LH001,YN LH001 BHZ ,26.360000,100.200000,0.0,70000000000.0,,
GS,E0027,GS E0027 BHZ ,35.140000,105.600000,0.0,70000000000.0,,
XJ,F005B,XJ F005B BHZ ,43.400000,83.260000,0.0,70000000000.0,,
YN,J2210,YN J2210 BHZ ,23.180000,101.490000,0.0,70000000000.0,,
TJ,AX001,TJ AX001 BHZ ,39.130000,117.200000,0.0,70000000000.0,,
HA,F0005,HA F0005 BHZ ,35.750000,114.590000,0.0,70000000000.0,,
SC,U2607,SC U2607 BHZ ,31.420000,102.040000,0.0,70000000000.0,,
YN,R2206,YN R2206 BHZ ,28.580000,99.170000,0.0,70000000000.0,,
SC,A2401,SC A2401 BHZ ,30.890000,103.940000,0.0,70000000000.0,,
GD,P2407,GD P2407 BHZ ,24.360000,114.810000,0.0,70000000000.0,,
QH,HULZB,QH HULZB BHZ ,36.270000,101.980000,0.0,70000000000.0,,
GS,K0096,GS K0096 BHZ ,33.930000,104.850000,0.0,70000000000.0,,
SC,U3206,SC U3206 BHZ ,33.870000,102.560000,0.0,70000000000.0,,
HE,B0092,HE B0092 BHZ ,40.180000,118.560000,0.0,70000000000.0,,
YN,P2205,YN P2205 BHZ ,26.560000,100.470000,0.0,70000000000.0,,
XJ,Q0044,XJ Q0044 BHZ ,39.050000,77.890000,0.0,70000000000.0,,
YN,AD004,YN AD004 BHZ ,26.370000,103.040000,0.0,70000000000.0,,
XJ,M0008,XJ M0008 BHZ ,43.030000,86.060000,0.0,70000000000.0,,
GD,M0203,GD M0203 BHZ ,24.350000,116.080000,0.0,70000000000.0,,
GS,L0021,GS L0021 BHZ ,35.620000,105.690000,0.0,70000000000.0,,
GD,D1104,GD D1104 BHZ ,23.440000,116.830000,0.0,70000000000.0,,
SC,51DST,SC 51DST BHZ ,29.220000,105.140000,0.0,70000000000.0,,
HI,AX001,HI AX001 BHZ ,20.010000,110.270000,0.0,70000000000.0,,
SC,JZGDL,SC JZGDL BHZ ,33.560000,103.670000,0.0,70000000000.0,,
GS,K0064,GS K0064 BHZ ,33.580000,105.750000,0.0,70000000000.0,,
TJ,A0008,TJ A0008 BHZ ,39.180000,117.230000,0.0,70000000000.0,,
XJ,C0007,XJ C0007 BHZ ,44.330000,86.070000,0.0,70000000000.0,,
SC,T0205,SC T0205 BHZ ,29.730000,103.020000,0.0,70000000000.0,,
GS,L0020,GS L0020 BHZ ,35.230000,105.690000,0.0,70000000000.0,,
AH,GT001,AH GT001 BHZ ,30.970000,117.840000,0.0,70000000000.0,,
YN,R0108,YN R0108 BHZ ,27.840000,99.920000,0.0,70000000000.0,,
YN,M2303,YN M2303 BHZ ,24.750000,98.670000,0.0,70000000000.0,,
LN,B002B,LN B002B BHZ ,39.690000,121.600000,0.0,70000000000.0,,
SX,L0014,SX L0014 BHZ ,36.410000,111.660000,0.0,70000000000.0,,
AH,MD001,AH MD001 BHZ ,32.540000,117.680000,0.0,70000000000.0,,
GD,K8203,GD K8203 BHZ ,21.550000,110.520000,0.0,70000000000.0,,
YN,ZHY,YN ZHY BHZ ,24.000000,101.110000,0.0,70000000000.0,,
BR,B1001,BR B1001 BHZ ,50.540284,122.835277,0.0,70000000000.0,,
BR,B1002,BR B1002 BHZ ,47.882807,126.372417,0.0,70000000000.0,,
BR,B1003,BR B1003 BHZ ,44.966356,118.996433,0.0,70000000000.0,,
BR,B1004,BR B1004 BHZ ,42.508516,113.487846,0.0,70000000000.0,,
BR,B1005,BR B1005 BHZ ,44.202992,124.458444,0.0,70000000000.0,,
BR,B1006,BR B1006 BHZ ,31.933670,112.532909,0.0,70000000000.0,,
BR,B1007,BR B1007 BHZ ,30.506695,110.776604,0.0,70000000000.0,,
BR,B1008,BR B1008 BHZ ,29.832341,113.372568,0.0,70000000000.0,,
BR,B1009,BR B1009 BHZ ,29.506178,119.938708,0.0,70000000000.0,,
BR,B1010,BR B1010 BHZ ,27.989498,115.593485,0.0,70000000000.0,,
BR,B1011,BR B1011 BHZ ,28.111017,111.882067,0.0,70000000000.0,,
BR,B1012,BR B1012 BHZ ,36.611909,87.293293,0.0,70000000000.0,,
BR,B1013,BR B1013 BHZ ,34.857581,84.092902,0.0,70000000000.0,,
BR,B1014,BR B1014 BHZ ,38.338196,85.300670,0.0,70000000000.0,,
BR,B1015,BR B1015 BHZ ,32.980486,89.599390,0.0,70000000000.0,,
BR,B1016,BR B1016 BHZ ,47.206694,88.454629,0.0,70000000000.0,,
BR,B1017,BR B1017 BHZ ,41.359731,101.630415,0.0,70000000000.0,,
BR,B1018,BR B1018 BHZ ,40.149489,109.673530,0.0,70000000000.0,,
BR,B1019,BR B1019 BHZ ,38.375656,111.586812,0.0,70000000000.0,,
BR,B1020,BR B1020 BHZ ,42.813040,118.777368,0.0,70000000000.0,,
BR,B1021,BR B1021 BHZ ,42.611495,122.848683,0.0,70000000000.0,,
BR,B1022,BR B1022 BHZ ,44.219674,115.213243,0.0,70000000000.0,,
BR,B1023,BR B1023 BHZ ,47.321596,121.597917,0.0,70000000000.0,,
BR,B1024,BR B1024 BHZ ,46.444258,131.403928,0.0,70000000000.0,,
BR,B1025,BR B1025 BHZ ,28.426179,108.674146,0.0,70000000000.0,,
BR,B1026,BR B1026 BHZ ,36.739056,108.651952,0.0,70000000000.0,,
BR,B1027,BR B1027 BHZ ,32.942719,110.162489,0.0,70000000000.0,,
BR,B1028,BR B1028 BHZ ,33.269165,115.040944,0.0,70000000000.0,,
BR,B1029,BR B1029 BHZ ,34.773843,97.311455,0.0,70000000000.0,,
BR,B1030,BR B1030 BHZ ,33.604675,86.371559,0.0,70000000000.0,,
BR,B1031,BR B1031 BHZ ,35.327676,80.626698,0.0,70000000000.0,,
BR,B1032,BR B1032 BHZ ,41.888687,93.344201,0.0,70000000000.0,,
BR,B1033,BR B1033 BHZ ,39.010990,89.958748,0.0,70000000000.0,,
BR,B1034,BR B1034 BHZ ,35.627363,91.227780,0.0,70000000000.0,,
