Network,Station,Name,Latitude,Longitude,Elevation,Sensitivity,Site,Vs30
GD,L2214,GD L2214 BHZ ,23.240000,114.050000,0.0,70000000000.0,,
YN,E2211,YN E2211 BHZ ,24.610000,101.850000,0.0,70000000000.0,,
YN,L2408,YN L2408 BHZ ,25.790000,100.470000,0.0,70000000000.0,,
YN,S2502,YN S2502 BHZ ,23.630000,99.870000,0.0,70000000000.0,,
SC,V3802,SC V3802 BHZ ,28.300000,99.270000,0.0,70000000000.0,,
FJ,G5001,FJ G5001 BHZ ,26.090000,117.830000,0.0,70000000000.0,,
HE,T0005,HE T0005 BHZ ,37.960000,116.420000,0.0,70000000000.0,,
SC,M2102,SC M2102 BHZ ,29.940000,105.280000,0.0,70000000000.0,,
XJ,RUQ,XJ RUQ BHZ ,38.970000,88.840000,0.0,70000000000.0,,
YN,SZK01,YN SZK01 BHZ ,23.890000,99.000000,0.0,70000000000.0,,
QH,D0001,QH D0001 BHZ ,35.620000,102.070000,0.0,70000000000.0,,
CQ,JD001,CQ JD001 BHZ ,29.720000,105.710000,0.0,70000000000.0,,
SC,Q2103,SC Q2103 BHZ ,28.890000,104.410000,0.0,70000000000.0,,
YN,D2624,YN D2624 BHZ ,26.730000,103.570000,0.0,70000000000.0,,
NX,D0015,NX D0015 BHZ ,35.840000,106.370000,0.0,70000000000.0,,
XJ,N0004,XJ N0004 BHZ ,41.750000,80.880000,0.0,70000000000.0,,
SD,C0008,SD C0008 BHZ ,36.910000,118.060000,0.0,70000000000.0,,
YN,S2110,YN S2110 BHZ ,24.550000,100.080000,0.0,70000000000.0,,
GD,P2116,GD P2116 BHZ ,23.590000,115.110000,0.0,70000000000.0,,
HE,F0083,HE F0083 BHZ ,38.520000,114.800000,0.0,70000000000.0,,
YN,A1102,YN A1102 BHZ ,24.950000,102.700000,0.0,70000000000.0,,
GD,G8213,GD G8213 BHZ ,20.860000,109.910000,0.0,70000000000.0,,
GS,N0055,GS N0055 BHZ ,36.150000,103.030000,0.0,70000000000.0,,
SC,Q2301,SC Q2301 BHZ ,28.480000,105.080000,0.0,70000000000.0,,
GS,HL005,GS HL005 BHZ ,37.800000,102.530000,0.0,70000000000.0,,
SC,NXDP,SC NXDP BHZ ,28.740000,104.950000,0.0,70000000000.0,,
GD,G8115,GD G8115 BHZ ,21.580000,110.060000,0.0,70000000000.0,,
GD,P2105,GD P2105 BHZ ,23.690000,114.960000,0.0,70000000000.0,,
XJ,N0055,XJ N0055 BHZ ,40.320000,79.070000,0.0,70000000000.0,,
SD,R0012,SD R0012 BHZ ,35.000000,115.330000,0.0,70000000000.0,,
FJ,G5016,FJ G5016 BHZ ,25.550000,117.770000,0.0,70000000000.0,,
GS,HL016,GS HL016 BHZ ,37.840000,102.750000,0.0,70000000000.0,,
XJ,B004C,XJ B004C BHZ ,43.970000,86.070000,0.0,70000000000.0,,
GD,LH013,GD LH013 BHZ ,22.810000,114.430000,0.0,70000000000.0,,
NM,HQ001,NM HQ001 BHZ ,42.230000,116.000000,0.0,70000000000.0,,
XJ,F0076,XJ F0076 BHZ ,43.840000,81.460000,0.0,70000000000.0,,
SC,V2601,SC V2601 BHZ ,30.510000,101.500000,0.0,70000000000.0,,
HE,B0006,HE B0006 BHZ ,39.230000,118.070000,0.0,70000000000.0,,
SN,E0066,SN E0066 BHZ ,35.020000,110.200000,0.0,70000000000.0,,
GD,M0312,GD M0312 BHZ ,24.510000,116.210000,0.0,70000000000.0,,
NX,E0004,NX E0004 BHZ ,36.830000,105.980000,0.0,70000000000.0,,
FJ,D2302,FJ D2302 BHZ ,24.590000,117.910000,0.0,70000000000.0,,
SC,C2204,SC C2204 BHZ ,29.070000,104.950000,0.0,70000000000.0,,
GD,H0303,GD H0303 BHZ ,23.220000,112.600000,0.0,70000000000.0,,
XJ,M0015,XJ M0015 BHZ ,42.510000,86.260000,0.0,70000000000.0,,
YN,G2502,YN G2502 BHZ ,23.760000,102.410000,0.0,70000000000.0,,
YN,YUL,YN YUL BHZ ,25.890000,99.370000,0.0,70000000000.0,,
SD,D0021,SD D0021 BHZ ,34.790000,117.290000,0.0,70000000000.0,,
SX,K000F,SX K000F BHZ ,37.460000,113.920000,0.0,70000000000.0,,
FJ,A9002,FJ A9002 BHZ ,26.190000,118.660000,0.0,70000000000.0,,
SD,P0048,SD P0048 BHZ ,36.130000,115.890000,0.0,70000000000.0,,
GD,AN001,GD AN001 BHZ ,22.640000,113.600000,0.0,70000000000.0,,
SD,N002B,SD N002B BHZ ,36.640000,116.660000,0.0,70000000000.0,,
YN,C2220,YN C2220 BHZ ,27.090000,103.240000,0.0,70000000000.0,,
GS,P0045,GS P0045 BHZ ,34.830000,102.570000,0.0,70000000000.0,,
SN,F0016,SN F0016 BHZ ,33.050000,106.300000,0.0,70000000000.0,,
GS,E000C,GS E000C BHZ ,34.810000,105.150000,0.0,70000000000.0,,
GS,J0018,GS J0018 BHZ ,35.240000,104.010000,0.0,70000000000.0,,
FJ,E6702,FJ E6702 BHZ ,24.360000,117.390000,0.0,70000000000.0,,
YN,L2309,YN L2309 BHZ ,25.310000,100.900000,0.0,70000000000.0,,
SC,GZXJ,SC GZXJ BHZ ,30.790000,101.940000,0.0,70000000000.0,,
GD,L0302,GD L0302 BHZ ,23.000000,114.590000,0.0,70000000000.0,,
AH,EX001,AH EX001 BHZ ,31.740000,118.330000,0.0,70000000000.0,,
NM,H0010,NM H0010 BHZ ,42.090000,116.660000,0.0,70000000000.0,,
SC,B0405,SC B0405 BHZ ,31.390000,105.010000,0.0,70000000000.0,,
GS,GLGMQ,GS GLGMQ BHZ ,37.410000,103.360000,0.0,70000000000.0,,
FJ,AXCN,FJ AXCN BHZ ,25.080000,118.210000,0.0,70000000000.0,,
SD,J0023,SD J0023 BHZ ,35.980000,117.530000,0.0,70000000000.0,,
SC,A1401,SC A1401 BHZ ,30.880000,104.120000,0.0,70000000000.0,,
YN,M2107,YN M2107 BHZ ,24.780000,99.160000,0.0,70000000000.0,,
GS,J003D,GS J003D BHZ ,34.440000,103.920000,0.0,70000000000.0,,
SD,N000F,SD N000F BHZ ,37.340000,116.960000,0.0,70000000000.0,,
LN,WFD,LN WFD BHZ ,39.580000,121.760000,0.0,70000000000.0,,
SC,F2305,SC F2305 BHZ ,30.760000,105.010000,0.0,70000000000.0,,
XJ,N0027,XJ N0027 BHZ ,42.090000,81.890000,0.0,70000000000.0,,
GX,ML002,GX ML002 BHZ ,25.090000,109.000000,0.0,70000000000.0,,
FJ,H2005,FJ H2005 BHZ ,27.120000,117.860000,0.0,70000000000.0,,
QH,B0077,QH B0077 BHZ ,36.100000,102.360000,0.0,70000000000.0,,
NX,B0018,NX B0018 BHZ ,38.750000,106.410000,0.0,70000000000.0,,
HA,E0001,HA E0001 BHZ ,35.530000,114.800000,0.0,70000000000.0,,
GD,M0309,GD M0309 BHZ ,24.650000,116.440000,0.0,70000000000.0,,
SC,R2302,SC R2302 BHZ ,30.910000,106.530000,0.0,70000000000.0,,
SD,J0025,SD J0025 BHZ ,35.810000,117.630000,0.0,70000000000.0,,
GD,J8301,GD J8301 BHZ ,22.490000,112.560000,0.0,70000000000.0,,
SD,J001D,SD J001D BHZ ,35.830000,117.710000,0.0,70000000000.0,,
GD,DC005,GD DC005 BHZ ,23.570000,116.820000,0.0,70000000000.0,,
GD,P2113,GD P2113 BHZ ,23.420000,115.320000,0.0,70000000000.0,,
SD,AL003,SD AL003 BHZ ,36.650000,117.220000,0.0,70000000000.0,,
SC,51ZG2,SC 51ZG2 BHZ ,29.340000,104.740000,0.0,70000000000.0,,
YN,C0232,YN C0232 BHZ ,27.300000,103.540000,0.0,70000000000.0,,
XZ,C0004,XZ C0004 BHZ ,29.280000,91.100000,0.0,70000000000.0,,
GS,K0100,GS K0100 BHZ ,33.070000,104.820000,0.0,70000000000.0,,
GS,D0029,GS D0029 BHZ ,37.080000,104.060000,0.0,70000000000.0,,
HI,DB001,HI DB001 BHZ ,19.230000,109.450000,0.0,70000000000.0,,
XJ,A0007,XJ A0007 BHZ ,43.670000,87.760000,0.0,70000000000.0,,
YN,P2416,YN P2416 BHZ ,27.420000,100.790000,0.0,70000000000.0,,
FJ,J7010,FJ J7010 BHZ ,27.190000,119.660000,0.0,70000000000.0,,
SC,EBDB,SC EBDB BHZ ,29.100000,103.170000,0.0,70000000000.0,,
YN,SGM02,YN SGM02 BHZ ,23.760000,99.590000,0.0,70000000000.0,,
SD,R0004,SD R0004 BHZ ,34.700000,115.490000,0.0,70000000000.0,,
XJ,A0008,XJ A0008 BHZ ,43.660000,87.770000,0.0,70000000000.0,,
HL,E0005,HL E0005 BHZ ,46.040000,124.800000,0.0,70000000000.0,,
GS,E000A,GS E000A BHZ ,34.670000,105.260000,0.0,70000000000.0,,
QH,A0048,QH A0048 BHZ ,36.690000,101.290000,0.0,70000000000.0,,
GD,L2301,GD L2301 BHZ ,23.220000,115.010000,0.0,70000000000.0,,
HE,A0103,HE A0103 BHZ ,37.800000,114.840000,0.0,70000000000.0,,
SD,Q0058,SD Q0058 BHZ ,35.950000,118.740000,0.0,70000000000.0,,
SC,E2401,SC E2401 BHZ ,27.880000,105.270000,0.0,70000000000.0,,
GX,DT002,GX DT002 BHZ ,23.910000,110.550000,0.0,70000000000.0,,
YN,P2201,YN P2201 BHZ ,26.280000,101.000000,0.0,70000000000.0,,
QH,B0059,QH B0059 BHZ ,36.990000,102.250000,0.0,70000000000.0,,
GD,L2204,GD L2204 BHZ ,23.250000,114.200000,0.0,70000000000.0,,
SC,Z2303,SC Z2303 BHZ ,29.610000,103.220000,0.0,70000000000.0,,
GD,N2111,GD N2111 BHZ ,22.830000,115.030000,0.0,70000000000.0,,
HE,J0019,HE J0019 BHZ ,38.180000,117.590000,0.0,70000000000.0,,
XJ,A0011,XJ A0011 BHZ ,43.950000,88.000000,0.0,70000000000.0,,
QH,C0014,QH C0014 BHZ ,37.170000,102.150000,0.0,70000000000.0,,
FJ,H8001,FJ H8001 BHZ ,27.680000,118.140000,0.0,70000000000.0,,
GS,J0061,GS J0061 BHZ ,35.030000,103.820000,0.0,70000000000.0,,
SD,R002A,SD R002A BHZ ,35.000000,115.700000,0.0,70000000000.0,,
SC,B2205,SC B2205 BHZ ,31.250000,104.880000,0.0,70000000000.0,,
SC,B0306,SC B0306 BHZ ,31.570000,104.660000,0.0,70000000000.0,,
NX,XQYYH,NX XQYYH BHZ ,38.610000,106.600000,0.0,70000000000.0,,
HE,A0089,HE A0089 BHZ ,38.370000,114.750000,0.0,70000000000.0,,
SC,V3371,SC V3371 BHZ ,31.900000,100.850000,0.0,70000000000.0,,
YN,LW001,YN LW001 BHZ ,25.360000,100.030000,0.0,70000000000.0,,
SC,U0101,SC U0101 BHZ ,32.070000,103.050000,0.0,70000000000.0,,
YN,PY003,YN PY003 BHZ ,26.760000,100.490000,0.0,70000000000.0,,
HE,D0060,HE D0060 BHZ ,36.370000,114.160000,0.0,70000000000.0,,
NX,A0017,NX A0017 BHZ ,38.160000,106.580000,0.0,70000000000.0,,
GS,P0035,GS P0035 BHZ ,34.100000,103.170000,0.0,70000000000.0,,
GD,V0302,GD V0302 BHZ ,23.660000,116.280000,0.0,70000000000.0,,
FJ,J1011,FJ J1011 BHZ ,26.680000,120.000000,0.0,70000000000.0,,
SC,D2213,SC D2213 BHZ ,26.610000,101.960000,0.0,70000000000.0,,
XJ,N0005,XJ N0005 BHZ ,41.740000,80.630000,0.0,70000000000.0,,
GD,H8410,GD H8410 BHZ ,23.330000,112.660000,0.0,70000000000.0,,
SC,T2272,SC T2272 BHZ ,29.770000,102.880000,0.0,70000000000.0,,
SC,VK003,SC VK003 BHZ ,30.220000,102.230000,0.0,70000000000.0,,
YN,LY002,YN LY002 BHZ ,26.080000,99.120000,0.0,70000000000.0,,
YN,J2203,YN J2203 BHZ ,23.320000,101.560000,0.0,70000000000.0,,
YN,C2517,YN C2517 BHZ ,27.710000,103.420000,0.0,70000000000.0,,
YN,S2605,YN S2605 BHZ ,23.630000,99.240000,0.0,70000000000.0,,
XJ,NX001,XJ NX001 BHZ ,41.550000,82.610000,0.0,70000000000.0,,
GS,J0007,GS J0007 BHZ ,35.560000,104.640000,0.0,70000000000.0,,
GS,N0021,GS N0021 BHZ ,35.450000,103.250000,0.0,70000000000.0,,
NX,D0035,NX D0035 BHZ ,35.840000,105.650000,0.0,70000000000.0,,
QH,C0017,QH C0017 BHZ ,37.260000,102.140000,0.0,70000000000.0,,
XJ,E002C,XJ E002C BHZ ,44.760000,81.410000,0.0,70000000000.0,,
HE,D0063,HE D0063 BHZ ,36.590000,114.610000,0.0,70000000000.0,,
GS,G000E,GS G000E BHZ ,38.640000,101.130000,0.0,70000000000.0,,
FJ,PTDT,FJ PTDT BHZ ,25.260000,119.270000,0.0,70000000000.0,,
QH,F0025,QH F0025 BHZ ,34.530000,100.020000,0.0,70000000000.0,,
YN,P2303,YN P2303 BHZ ,26.600000,101.060000,0.0,70000000000.0,,
XJ,NK004,XJ NK004 BHZ ,41.750000,83.240000,0.0,70000000000.0,,
ZJ,CC001,ZJ CC001 BHZ ,27.490000,120.420000,0.0,70000000000.0,,
SC,B2203,SC B2203 BHZ ,31.040000,104.860000,0.0,70000000000.0,,
SC,A1403,SC A1403 BHZ ,30.840000,104.150000,0.0,70000000000.0,,
HE,ZDN,HE ZDN BHZ ,38.150000,114.580000,0.0,70000000000.0,,
YN,SUB,YN SUB BHZ ,24.650000,101.610000,0.0,70000000000.0,,
GD,W2101,GD W2101 BHZ ,22.770000,112.230000,0.0,70000000000.0,,
YN,MCN03,YN MCN03 BHZ ,24.880000,99.650000,0.0,70000000000.0,,
HE,D0028,HE D0028 BHZ ,36.780000,115.080000,0.0,70000000000.0,,
SC,C2201,SC C2201 BHZ ,29.030000,105.070000,0.0,70000000000.0,,
SD,H0054,SD H0054 BHZ ,35.000000,116.930000,0.0,70000000000.0,,
NX,EH003,NX EH003 BHZ ,36.670000,105.230000,0.0,70000000000.0,,
XJ,P003F,XJ P003F BHZ ,40.290000,77.340000,0.0,70000000000.0,,
FJ,G5006,FJ G5006 BHZ ,25.940000,117.890000,0.0,70000000000.0,,
NX,B001D,NX B001D BHZ ,39.290000,106.680000,0.0,70000000000.0,,
GS,CY001,GS CY001 BHZ ,38.140000,101.980000,0.0,70000000000.0,,
GS,JGTSG,GS JGTSG BHZ ,37.540000,103.880000,0.0,70000000000.0,,
FJ,A7007,FJ A7007 BHZ ,26.390000,119.650000,0.0,70000000000.0,,
YN,MLY01,YN MLY01 BHZ ,25.120000,99.150000,0.0,70000000000.0,,
SC,A8503,SC A8503 BHZ ,30.270000,104.520000,0.0,70000000000.0,,
XJ,Q005D,XJ Q005D BHZ ,39.560000,75.540000,0.0,70000000000.0,,
GD,D1406,GD D1406 BHZ ,23.250000,116.460000,0.0,70000000000.0,,
SC,D2107,SC D2107 BHZ ,26.840000,101.760000,0.0,70000000000.0,,
GS,HL202,GS HL202 BHZ ,37.780000,102.750000,0.0,70000000000.0,,
FJ,E6505,FJ E6505 BHZ ,24.800000,117.780000,0.0,70000000000.0,,
YN,C3004,YN C3004 BHZ ,28.610000,104.400000,0.0,70000000000.0,,
XJ,Q0092,XJ Q0092 BHZ ,39.020000,76.160000,0.0,70000000000.0,,
HE,E0025,HE E0025 BHZ ,37.300000,115.570000,0.0,70000000000.0,,
HE,J0002,HE J0002 BHZ ,38.000000,116.210000,0.0,70000000000.0,,
QH,BP040,QH BP040 BHZ ,36.540000,101.950000,0.0,70000000000.0,,
XJ,F001D,XJ F001D BHZ ,43.220000,82.620000,0.0,70000000000.0,,
SD,H003B,SD H003B BHZ ,35.730000,117.170000,0.0,70000000000.0,,
XJ,HCXLS,XJ HCXLS BHZ ,43.930000,80.490000,0.0,70000000000.0,,
GD,J0301,GD J0301 BHZ ,22.600000,113.030000,0.0,70000000000.0,,
FJ,A9013,FJ A9013 BHZ ,26.220000,118.850000,0.0,70000000000.0,,
YN,L0104,YN L0104 BHZ ,25.960000,100.130000,0.0,70000000000.0,,
HA,ET001,HA ET001 BHZ ,35.920000,114.330000,0.0,70000000000.0,,
HA,B001E,HA B001E BHZ ,34.870000,114.490000,0.0,70000000000.0,,
FJ,A6008,FJ A6008 BHZ ,26.270000,118.880000,0.0,70000000000.0,,
GX,HY001,GX HY001 BHZ ,24.980000,109.980000,0.0,70000000000.0,,
GD,G8111,GD G8111 BHZ ,21.890000,110.340000,0.0,70000000000.0,,
XJ,HTTZ0,XJ HTTZ0 BHZ ,37.160000,79.060000,0.0,70000000000.0,,
SD,P0049,SD P0049 BHZ ,36.020000,115.860000,0.0,70000000000.0,,
SD,TZH,SD TZH BHZ ,34.890000,117.350000,0.0,70000000000.0,,
GS,P001B,GS P001B BHZ ,34.610000,103.070000,0.0,70000000000.0,,
SD,C002D,SD C002D BHZ ,36.860000,118.140000,0.0,70000000000.0,,
QH,QILYN,QH QILYN BHZ ,38.490000,99.550000,0.0,70000000000.0,,
GS,JZ001,GS JZ001 BHZ ,34.860000,104.540000,0.0,70000000000.0,,
YN,CYS02,YN CYS02 BHZ ,28.230000,103.640000,0.0,70000000000.0,,
XJ,F0083,XJ F0083 BHZ ,43.960000,81.670000,0.0,70000000000.0,,
GS,FG001,GS FG001 BHZ ,40.460000,96.510000,0.0,70000000000.0,,
HE,D0062,HE D0062 BHZ ,36.580000,114.660000,0.0,70000000000.0,,
GS,N0007,GS N0007 BHZ ,35.620000,103.550000,0.0,70000000000.0,,
SC,51DJH,SC 51DJH BHZ ,31.110000,103.650000,0.0,70000000000.0,,
XJ,Q0094,XJ Q0094 BHZ ,39.190000,76.830000,0.0,70000000000.0,,
SC,A8511,SC A8511 BHZ ,30.420000,104.800000,0.0,70000000000.0,,
SD,H004A,SD H004A BHZ ,34.980000,116.560000,0.0,70000000000.0,,
XJ,N005F,XJ N005F BHZ ,40.370000,80.780000,0.0,70000000000.0,,
HE,J0001,HE J0001 BHZ ,38.010000,116.300000,0.0,70000000000.0,,
SD,A000F,SD A000F BHZ ,37.180000,117.260000,0.0,70000000000.0,,
XJ,F0095,XJ F0095 BHZ ,42.810000,80.810000,0.0,70000000000.0,,
XJ,Q0088,XJ Q0088 BHZ ,38.860000,76.260000,0.0,70000000000.0,,
YN,J2801,YN J2801 BHZ ,23.200000,99.730000,0.0,70000000000.0,,
YN,S2313,YN S2313 BHZ ,23.870000,99.210000,0.0,70000000000.0,,
SD,M0038,SD M0038 BHZ ,37.400000,118.080000,0.0,70000000000.0,,
YN,DOC,YN DOC BHZ ,26.090000,103.190000,0.0,70000000000.0,,
TJ,A0069,TJ A0069 BHZ ,39.240000,117.810000,0.0,70000000000.0,,
XJ,P0045,XJ P0045 BHZ ,40.280000,76.730000,0.0,70000000000.0,,
XJ,AM003,XJ AM003 BHZ ,43.920000,87.620000,0.0,70000000000.0,,
QH,B0085,QH B0085 BHZ ,35.890000,102.330000,0.0,70000000000.0,,
QH,C0062,QH C0062 BHZ ,37.120000,100.620000,0.0,70000000000.0,,
HE,F0069,HE F0069 BHZ ,38.870000,115.300000,0.0,70000000000.0,,
XJ,Q0039,XJ Q0039 BHZ ,39.470000,76.280000,0.0,70000000000.0,,
HE,F0034,HE F0034 BHZ ,39.060000,114.000000,0.0,70000000000.0,,
GS,A0005,GS A0005 BHZ ,36.310000,102.920000,0.0,70000000000.0,,
HE,FX001,HE FX001 BHZ ,38.530000,115.000000,0.0,70000000000.0,,
HE,B1002,HE B1002 BHZ ,39.390000,118.090000,0.0,70000000000.0,,
QH,C0021,QH C0021 BHZ ,37.270000,101.830000,0.0,70000000000.0,,
GS,K0082,GS K0082 BHZ ,34.000000,104.930000,0.0,70000000000.0,,
QH,E0015,QH E0015 BHZ ,35.850000,101.500000,0.0,70000000000.0,,
CQ,A0001,CQ A0001 BHZ ,29.560000,106.560000,0.0,70000000000.0,,
GD,H0410,GD H0410 BHZ ,22.950000,112.460000,0.0,70000000000.0,,
FJ,H9012,FJ H9012 BHZ ,26.960000,118.460000,0.0,70000000000.0,,
YN,M2309,YN M2309 BHZ ,24.440000,98.730000,0.0,70000000000.0,,
FJ,C5613,FJ C5613 BHZ ,25.690000,118.080000,0.0,70000000000.0,,
LN,B006E,LN B006E BHZ ,39.890000,123.150000,0.0,70000000000.0,,
SC,MY001,SC MY001 BHZ ,30.100000,104.680000,0.0,70000000000.0,,
SC,KDKY,SC KDKY BHZ ,30.520000,102.070000,0.0,70000000000.0,,
SD,R0010,SD R0010 BHZ ,34.960000,115.400000,0.0,70000000000.0,,
SC,U2102,SC U2102 BHZ ,30.990000,103.430000,0.0,70000000000.0,,
NX,E001A,NX E001A BHZ ,36.420000,105.970000,0.0,70000000000.0,,
XJ,N0047,XJ N0047 BHZ ,41.450000,82.800000,0.0,70000000000.0,,
YN,JZ001,YN JZ001 BHZ ,23.700000,100.970000,0.0,70000000000.0,,
HE,E0038,HE E0038 BHZ ,37.590000,115.070000,0.0,70000000000.0,,
LN,B006A,LN B006A BHZ ,39.790000,122.600000,0.0,70000000000.0,,
FJ,J7016,FJ J7016 BHZ ,27.150000,119.430000,0.0,70000000000.0,,
GS,N004A,GS N004A BHZ ,35.650000,103.150000,0.0,70000000000.0,,
YN,C2423,YN C2423 BHZ ,27.910000,104.000000,0.0,70000000000.0,,
LN,C0017,LN C0017 BHZ ,40.280000,123.010000,0.0,70000000000.0,,
XJ,Q0013,XJ Q0013 BHZ ,39.370000,77.910000,0.0,70000000000.0,,
YN,E0113,YN E0113 BHZ ,24.770000,101.100000,0.0,70000000000.0,,
SD,M0017,SD M0017 BHZ ,37.270000,117.600000,0.0,70000000000.0,,
XJ,P006C,XJ P006C BHZ ,39.790000,74.850000,0.0,70000000000.0,,
HE,R0039,HE R0039 BHZ ,39.170000,116.540000,0.0,70000000000.0,,
SC,Q2805,SC Q2805 BHZ ,28.270000,104.950000,0.0,70000000000.0,,
NM,C0006,NM C0006 BHZ ,39.130000,106.900000,0.0,70000000000.0,,
GS,H0011,GS H0011 BHZ ,39.010000,103.680000,0.0,70000000000.0,,
SC,V2904,SC V2904 BHZ ,30.840000,100.690000,0.0,70000000000.0,,
GS,K0012,GS K0012 BHZ ,33.400000,105.470000,0.0,70000000000.0,,
GD,G0402,GD G0402 BHZ ,21.390000,110.450000,0.0,70000000000.0,,
HE,J0030,HE J0030 BHZ ,38.520000,117.250000,0.0,70000000000.0,,
QH,DARJM,QH DARJM BHZ ,33.730000,99.650000,0.0,70000000000.0,,
GD,M8101,GD M8101 BHZ ,24.080000,115.750000,0.0,70000000000.0,,
GD,V8106,GD V8106 BHZ ,23.240000,115.950000,0.0,70000000000.0,,
LN,B004F,LN B004F BHZ ,39.510000,122.360000,0.0,70000000000.0,,
SC,B0403,SC B0403 BHZ ,31.430000,104.800000,0.0,70000000000.0,,
GD,T0002,GD T0002 BHZ ,22.500000,113.450000,0.0,70000000000.0,,
GS,PM002,GS PM002 BHZ ,33.650000,102.070000,0.0,70000000000.0,,
GD,A0601,GD A0601 BHZ ,23.200000,113.380000,0.0,70000000000.0,,
FJ,C5614,FJ C5614 BHZ ,25.690000,118.000000,0.0,70000000000.0,,
NX,BP002,NX BP002 BHZ ,38.890000,106.270000,0.0,70000000000.0,,
SX,B004C,SX B004C BHZ ,39.440000,114.320000,0.0,70000000000.0,,
GS,H001D,GS H001D BHZ ,38.160000,103.250000,0.0,70000000000.0,,
YN,G3004,YN G3004 BHZ ,22.820000,102.830000,0.0,70000000000.0,,
GS,H0019,GS H0019 BHZ ,38.860000,103.620000,0.0,70000000000.0,,
YN,C0228,YN C0228 BHZ ,27.180000,103.690000,0.0,70000000000.0,,
GD,V0307,GD V0307 BHZ ,23.580000,116.140000,0.0,70000000000.0,,
GS,K0053,GS K0053 BHZ ,33.700000,106.210000,0.0,70000000000.0,,
HE,B0071,HE B0071 BHZ ,39.960000,118.400000,0.0,70000000000.0,,
GD,P2214,GD P2214 BHZ ,24.190000,115.410000,0.0,70000000000.0,,
SX,M0037,SX M0037 BHZ ,35.620000,110.770000,0.0,70000000000.0,,
GD,G8105,GD G8105 BHZ ,21.740000,110.240000,0.0,70000000000.0,,
SC,J2303,SC J2303 BHZ ,30.610000,105.160000,0.0,70000000000.0,,
YN,S2312,YN S2312 BHZ ,24.030000,99.740000,0.0,70000000000.0,,
YN,LYP02,YN LYP02 BHZ ,25.260000,99.570000,0.0,70000000000.0,,
GD,GL006,GD GL006 BHZ ,20.940000,110.080000,0.0,70000000000.0,,
HA,JP002,HA JP002 BHZ ,35.700000,115.040000,0.0,70000000000.0,,
SC,ABJKH,SC ABJKH BHZ ,33.090000,102.100000,0.0,70000000000.0,,
FJ,C5509,FJ C5509 BHZ ,25.380000,118.280000,0.0,70000000000.0,,
QH,D0045,QH D0045 BHZ ,34.570000,101.640000,0.0,70000000000.0,,
SC,W3210,SC W3210 BHZ ,28.240000,102.560000,0.0,70000000000.0,,
SD,QF001,SD QF001 BHZ ,35.260000,117.960000,0.0,70000000000.0,,
JS,B0001,JS B0001 BHZ ,31.530000,120.280000,0.0,70000000000.0,,
XJ,B0046,XJ B0046 BHZ ,44.300000,86.190000,0.0,70000000000.0,,
FJ,J2002,FJ J2002 BHZ ,26.590000,118.740000,0.0,70000000000.0,,
GD,P2203,GD P2203 BHZ ,24.410000,115.440000,0.0,70000000000.0,,
SC,W3407,SC W3407 BHZ ,28.640000,102.530000,0.0,70000000000.0,,
HE,T0011,HE T0011 BHZ ,37.250000,115.860000,0.0,70000000000.0,,
GD,D1401,GD D1401 BHZ ,23.150000,116.310000,0.0,70000000000.0,,
QH,TODGB,QH TODGB BHZ ,35.350000,100.510000,0.0,70000000000.0,,
GS,JYGYQ,GS JYGYQ BHZ ,39.850000,98.170000,0.0,70000000000.0,,
SC,U3004,SC U3004 BHZ ,31.800000,101.070000,0.0,70000000000.0,,
YN,C2608,YN C2608 BHZ ,28.650000,104.250000,0.0,70000000000.0,,
FJ,DT001,FJ DT001 BHZ ,24.720000,118.130000,0.0,70000000000.0,,
FJ,ZPGL,FJ ZPGL BHZ ,23.720000,117.590000,0.0,70000000000.0,,
SX,M0034,SX M0034 BHZ ,35.670000,110.750000,0.0,70000000000.0,,
XJ,NA001,XJ NA001 BHZ ,41.190000,80.260000,0.0,70000000000.0,,
SD,R000B,SD R000B BHZ ,34.840000,115.620000,0.0,70000000000.0,,
XJ,F0022,XJ F0022 BHZ ,43.580000,82.570000,0.0,70000000000.0,,
SC,JCLW,SC JCLW BHZ ,31.480000,102.060000,0.0,70000000000.0,,
YN,E2405,YN E2405 BHZ ,25.160000,101.020000,0.0,70000000000.0,,
FJ,C5102,FJ C5102 BHZ ,25.160000,118.640000,0.0,70000000000.0,,
GX,GJ003,GX GJ003 BHZ ,24.180000,110.370000,0.0,70000000000.0,,
FJ,H0005,FJ H0005 BHZ ,26.490000,118.290000,0.0,70000000000.0,,
FJ,B4005,FJ B4005 BHZ ,25.590000,118.580000,0.0,70000000000.0,,
FJ,XMJM,FJ XMJM BHZ ,24.650000,117.970000,0.0,70000000000.0,,
HE,E0030,HE E0030 BHZ ,37.190000,114.550000,0.0,70000000000.0,,
GS,E0063,GS E0063 BHZ ,35.030000,106.120000,0.0,70000000000.0,,
SC,MEKCD,SC MEKCD BHZ ,32.190000,101.830000,0.0,70000000000.0,,
GS,FG215,GS FG215 BHZ ,40.500000,96.710000,0.0,70000000000.0,,
YN,C2911,YN C2911 BHZ ,27.870000,104.870000,0.0,70000000000.0,,
FJ,FQJY,FJ FQJY BHZ ,25.530000,119.310000,0.0,70000000000.0,,
SC,B2601,SC B2601 BHZ ,31.940000,104.590000,0.0,70000000000.0,,
SD,R0032,SD R0032 BHZ ,35.020000,115.080000,0.0,70000000000.0,,
